TIME,VALUE,Device ID
12685,2459,1
12695,2463,1
12715,2463,1
12735,2473,1
12755,2463,1
12775,2466,1
12795,2475,1
12815,2474,1
12835,2479,1
12855,2462,1
12875,2471,1
12895,2459,1
12915,2477,1
12935,2473,1
12955,2473,1
12975,2477,1
12995,2464,1
13015,2466,1
13035,2465,1
13055,2458,1
13075,2459,1
13095,2463,1
13115,2469,1
13135,2462,1
13155,2469,1
13175,2462,1
13195,2465,1
13215,2466,1
13235,2466,1
13255,2467,1
13275,2473,1
13295,2465,1
13315,2435,1
13335,2461,1
13355,2502,1
13375,2464,1
13395,2460,1
13415,2467,1
13435,2465,1
13455,2463,1
13475,2462,1
13495,2514,1
13515,2459,1
13535,2470,1
13555,2463,1
13575,2464,1
13595,2465,1
13615,2461,1
13635,2463,1
13655,2465,1
13675,2475,1
13695,2467,1
13715,2469,1
13735,2466,1
13755,2467,1
13775,2458,1
13795,2463,1
13815,2466,1
13835,2462,1
13855,2455,1
13875,2463,1
13895,2457,1
13915,2459,1
13935,2460,1
13955,2461,1
13975,2465,1
13995,2463,1
14015,2464,1
14035,2466,1
14055,2465,1
14075,2463,1
14095,2465,1
14115,2460,1
14135,2461,1
14155,2463,1
14175,2454,1
14195,2464,1
14215,2457,1
14235,2463,1
14255,2434,1
14275,2455,1
14295,2466,1
14315,2438,1
14335,2470,1
14355,2460,1
14375,2471,1
14395,2462,1
14415,2470,1
14435,2470,1
14455,2461,1
14475,2465,1
14495,2461,1
14515,2299,1
14535,2453,1
14555,2462,1
14575,2454,1
14595,2460,1
14615,2480,1
14635,2465,1
14655,2469,1
14675,2463,1
14695,2460,1
14715,2469,1
14735,2462,1
14755,2462,1
14775,2464,1
14795,2289,1
14815,2469,1
14835,2459,1
14855,2474,1
14875,2461,1
14895,2474,1
14915,2466,1
14935,2461,1
14955,2458,1
14975,2469,1
14995,2442,1
15015,2466,1
15035,2429,1
15065,2462,1
15075,2453,1
15095,2459,1
15125,2465,1
15135,2470,1
15155,2464,1
15175,2454,1
15195,2472,1
15215,2457,1
15235,2451,1
15255,2458,1
15275,2480,1
15295,2480,1
15315,2463,1
15335,2462,1
15365,2462,1
15375,2465,1
15395,2463,1
15415,2463,1
15435,2463,1
15455,2462,1
15475,2479,1
15495,2475,1
15515,2462,1
15535,2466,1
15555,2466,1
15575,2453,1
15595,2460,1
15615,2458,1
15635,2455,1
15655,2469,1
15675,2471,1
15695,2465,1
15715,2459,1
15735,2462,1
15755,2461,1
15775,2470,1
15795,2466,1
15815,2459,1
15835,2465,1
15855,2460,1
15875,2465,1
15895,2489,1
15915,2459,1
15935,2463,1
15955,2459,1
15975,2454,1
15995,2461,1
16015,2460,1
16035,2488,1
16065,2471,1
16075,2459,1
16095,2458,1
16115,2462,1
16135,2500,1
16165,2459,1
16175,2455,1
16195,2286,1
16215,2461,1
16235,2467,1
16255,2466,1
16275,2459,1
16295,2459,1
16315,2469,1
16335,2463,1
16355,2464,1
16375,2459,1
16395,2480,1
16415,2466,1
16435,2457,1
16455,2466,1
16475,2467,1
16495,2461,1
16515,2462,1
16535,2464,1
16555,2461,1
16575,2465,1
16595,2463,1
16615,2463,1
16635,2464,1
16655,2462,1
16675,2461,1
16695,2459,1
16725,2467,1
16755,2463,1
16785,2463,1
16815,2470,1
16835,2475,1
16845,2461,1
16855,2463,1
16865,2466,1
16875,2467,1
16905,2464,1
16915,2466,1
16935,2466,1
16955,2467,1
16975,2463,1
16995,2462,1
17015,2467,1
17035,2460,1
17055,2469,1
17075,2469,1
17095,2459,1
17115,2480,1
17135,2462,1
17155,2477,1
17175,2462,1
17195,2463,1
17215,2470,1
17235,2464,1
17255,2461,1
17275,2463,1
17295,2463,1
17315,2475,1
17335,2411,1
17355,2469,1
17375,2475,1
17395,2459,1
17415,2459,1
17435,2461,1
17455,2467,1
17475,2462,1
17495,2464,1
17515,2467,1
17535,2461,1
17555,2463,1
17575,2466,1
17595,2461,1
17615,2461,1
17635,2465,1
17655,2466,1
17675,2462,1
17695,2464,1
17715,2467,1
17735,2462,1
17755,2469,1
17775,2457,1
17795,2466,1
17815,2414,1
17835,2475,1
17855,2411,1
17875,2466,1
17895,2459,1
17915,2463,1
17935,2463,1
17955,2467,1
17975,2509,1
17995,2463,1
18015,2478,1
18035,2458,1
18055,2464,1
18075,2471,1
18095,2455,1
18115,2465,1
18135,2477,1
18155,2465,1
18175,2464,1
18195,2466,1
18215,2459,1
18235,2466,1
18255,2466,1
18275,2463,1
18295,2461,1
18315,2461,1
18335,2463,1
18355,2467,1
18375,2459,1
18395,2437,1
18415,2464,1
18435,2463,1
18455,2462,1
18475,2465,1
18505,2464,1
18515,2461,1
18535,2465,1
18555,2476,1
18575,2462,1
18595,2450,1
18615,2462,1
18635,2473,1
18655,2465,1
18675,2468,1
18695,2467,1
18715,2474,1
18735,2467,1
18755,2465,1
18775,2474,1
18795,2459,1
18815,2461,1
18835,2457,1
18855,2459,1
18875,2462,1
18895,2458,1
18915,2462,1
18935,2465,1
18955,2466,1
18975,2464,1
18995,2470,1
19015,2465,1
19035,2467,1
19055,2465,1
19075,2454,1
19095,2463,1
19115,2458,1
19145,2463,1
19155,2470,1
19175,2463,1
19195,2460,1
19215,2447,1
19235,2467,1
19255,2465,1
19275,2471,1
19295,2466,1
19315,2458,1
19335,2482,1
19355,2466,1
19375,2461,1
19395,2463,1
19415,2461,1
19435,2465,1
19455,2465,1
19475,2464,1
19505,2464,1
19515,2462,1
19535,2459,1
19555,2471,1
19575,2466,1
19595,2466,1
19615,2460,1
19635,2466,1
19655,2469,1
19675,2459,1
19695,2465,1
19715,2461,1
19735,2453,1
19755,2469,1
19775,2469,1
19795,2467,1
19815,2459,1
19835,2461,1
19855,2470,1
19875,2459,1
19895,2463,1
19915,2446,1
19935,2468,1
19955,2469,1
19975,2461,1
19995,2455,1
20015,2467,1
20035,2453,1
20055,2290,1
20075,2462,1
20095,2447,1
20115,2461,1
20135,2466,1
20155,2461,1
20175,2469,1
20195,2466,1
20215,2474,1
20235,2457,1
20255,2449,1
20275,2457,1
20295,2466,1
20315,2448,1
20335,2462,1
20355,2471,1
20375,2459,1
20395,2467,1
20415,2290,1
20435,2455,1
20455,2465,1
20475,2433,1
20495,2471,1
20515,2432,1
20535,2278,1
20555,2462,1
20575,2466,1
20595,2462,1
20615,2459,1
20635,2462,1
20655,2458,1
20675,2457,1
20695,2461,1
20735,2469,1
20765,2461,1
20805,2449,1
20825,2451,1
20835,2464,1
20845,2464,1
20855,2470,1
20865,2465,1
20885,2465,1
20895,2462,1
20915,2463,1
20935,2461,1
20955,2470,1
20975,2469,1
20995,2465,1
21015,2457,1
21035,2463,1
21055,2457,1
21075,2461,1
21095,2473,1
21115,2467,1
21135,2453,1
21155,2462,1
21175,2271,1
21195,2465,1
21215,2465,1
21245,2463,1
21255,2462,1
21275,2461,1
21295,2510,1
21315,2464,1
21335,2463,1
21355,2470,1
21375,2449,1
21395,2464,1
21415,2460,1
21435,2461,1
21455,2465,1
21475,2470,1
21495,2460,1
21515,2470,1
21535,2454,1
21555,2470,1
21575,2458,1
21595,2462,1
21615,2466,1
21635,2464,1
21655,2469,1
21675,2459,1
21695,2466,1
21715,2467,1
21735,2458,1
21755,2457,1
21775,2274,1
21795,2467,1
21815,2461,1
21835,2455,1
21855,2466,1
21875,2462,1
21895,2410,1
21915,2464,1
21935,2469,1
21955,2464,1
21975,2467,1
21995,2459,1
22015,2466,1
22035,2463,1
22055,2475,1
22075,2462,1
22095,2467,1
22115,2465,1
22135,2422,1
22155,2459,1
22175,2454,1
22195,2469,1
22215,2462,1
22235,2465,1
22255,2463,1
22275,2270,1
22295,2462,1
22315,2454,1
22335,2458,1
22355,2458,1
22375,2456,1
22395,2461,1
22415,2411,1
22435,2470,1
22455,2464,1
22475,2457,1
22495,2463,1
22515,2463,1
22535,2466,1
22555,2466,1
22575,2456,1
22595,2458,1
22615,2463,1
22635,2466,1
22655,2466,1
22675,2466,1
22695,2461,1
22715,2462,1
22735,2466,1
22755,2462,1
22775,2462,1
22795,2466,1
22815,2464,1
22835,2466,1
22855,2463,1
22875,2465,1
22895,2462,1
22915,2459,1
22935,2459,1
22955,2463,1
22975,2469,1
22995,2454,1
23015,2463,1
23035,2465,1
23055,2458,1
23075,2469,1
23095,2274,1
23115,2457,1
23135,2414,1
23155,2463,1
23175,2467,1
23195,2459,1
23215,2463,1
23235,2463,1
23255,2468,1
23275,2467,1
23295,2464,1
23315,2461,1
23335,2448,1
23355,2465,1
23375,2469,1
23395,2461,1
23415,2479,1
23435,2467,1
23455,2462,1
23475,2466,1
23495,2458,1
23515,2459,1
23535,2467,1
23555,2467,1
23575,2462,1
23595,2458,1
23615,2479,1
23635,2462,1
23655,2459,1
23675,2463,1
23695,2465,1
23715,2458,1
23735,2461,1
23765,2462,1
23775,2468,1
23795,2461,1
23815,2462,1
23835,2469,1
23855,2455,1
23875,2473,1
23895,2473,1
23915,2468,1
23935,2463,1
23955,2466,1
23975,2477,1
23995,2462,1
24015,2465,1
24035,2467,1
24055,2463,1
24075,2463,1
24095,2470,1
24115,2461,1
24135,2455,1
24155,2458,1
24175,2459,1
24195,2461,1
24215,2539,1
24235,2466,1
24255,2454,1
24275,2467,1
24295,2461,1
24315,2460,1
24335,2448,1
24355,2470,1
24375,2427,1
24395,2467,1
24415,2460,1
24435,2462,1
24455,2458,1
24475,2463,1
24495,2449,1
24515,2463,1
24535,2458,1
24555,2468,1
24575,2467,1
24595,2475,1
24615,2470,1
24635,2470,1
24655,2463,1
24675,2275,1
24695,2469,1
24725,2461,1
24755,2466,1
24775,2462,1
24795,2460,1
24835,2441,1
24855,2459,1
24865,2475,1
24875,2463,1
24885,2460,1
24895,2455,1
24915,2466,1
24935,2465,1
24955,2464,1
24975,2457,1
24995,2459,1
25015,2465,1
25035,2463,1
25055,2461,1
25075,2451,1
25095,2461,1
25115,2462,1
25135,2459,1
25155,2473,1
25175,2467,1
25195,2462,1
25215,2455,1
25235,2475,1
25255,2459,1
25275,2469,1
25295,2455,1
25315,2471,1
25335,2453,1
25355,2455,1
25375,2463,1
25395,2465,1
25415,2466,1
25435,2475,1
25455,2471,1
25475,2459,1
25495,2463,1
25515,2468,1
25535,2463,1
25555,2458,1
25575,2465,1
25595,2455,1
25615,2455,1
25635,2463,1
25655,2466,1
25675,2463,1
25695,2463,1
25715,2466,1
25735,2462,1
25755,2466,1
25775,2461,1
25795,2455,1
25815,2463,1
25845,2462,1
25855,2462,1
25875,2467,1
25895,2470,1
25915,2467,1
25935,2463,1
25955,2448,1
25975,2466,1
25995,2478,1
26015,2467,1
26035,2466,1
26055,2459,1
26075,2468,1
26095,2463,1
26115,2463,1
26135,2465,1
26155,2461,1
26175,2463,1
26195,2465,1
26215,2466,1
26235,2475,1
26255,2461,1
26275,2466,1
26295,2466,1
26315,2463,1
26335,2458,1
26355,2459,1
26375,2463,1
26395,2465,1
26425,2464,1
26435,2453,1
26455,2467,1
26475,2463,1
26495,2459,1
26515,2463,1
26535,2453,1
26555,2465,1
26575,2470,1
26595,2467,1
26615,2463,1
26635,2457,1
26655,2462,1
26675,2462,1
26695,2479,1
26715,2465,1
26735,2448,1
26755,2469,1
26775,2467,1
26795,2474,1
26815,2450,1
26835,2463,1
26855,2459,1
26875,2461,1
26895,2466,1
26915,2466,1
26935,2295,1
26955,2463,1
26975,2461,1
26995,2464,1
27015,2453,1
27035,2470,1
27055,2458,1
27075,2466,1
27095,2462,1
27115,2465,1
27135,2468,1
27155,2462,1
27175,2454,1
27195,2470,1
27215,2478,1
27235,2465,1
27255,2464,1
27275,2461,1
27295,2466,1
27315,2465,1
27335,2258,1
27355,2464,1
27375,2464,1
27395,2466,1
27415,2467,1
27435,2462,1
27455,2463,1
27475,2459,1
27495,2463,1
27515,2471,1
27535,2473,1
27555,2460,1
27575,2467,1
27595,2460,1
27615,2452,1
27635,2461,1
27655,2464,1
27675,2467,1
27695,2475,1
27715,2462,1
27735,2467,1
27755,2464,1
27775,2462,1
27795,2454,1
27815,2467,1
27835,2463,1
27855,2464,1
27875,2466,1
27895,2470,1
27915,2458,1
27935,2462,1
27955,2471,1
27975,2463,1
27995,2489,1
28015,2465,1
28035,2466,1
28055,2462,1
28075,2315,1
28105,2465,1
28115,2459,1
28135,2466,1
28155,2467,1
28175,2463,1
28195,2468,1
28215,2264,1
28235,2449,1
28255,2511,1
28275,2458,1
28295,2464,1
28315,2467,1
28335,2465,1
28355,2463,1
28375,2467,1
28395,2459,1
28415,2467,1
28435,2461,1
28455,2467,1
28475,2455,1
28495,2463,1
28515,2463,1
28535,2455,1
28555,2464,1
28575,2469,1
28595,2477,1
28625,2463,1
28635,2466,1
28655,2466,1
28675,2458,1
28695,2466,1
28715,2462,1
28735,2432,1
28775,2459,1
28805,2469,1
28835,2509,1
28845,2464,1
28855,2462,1
28865,2463,1
28885,2462,1
28905,2464,1
28915,2461,1
28935,2458,1
28955,2464,1
28975,2465,1
28995,2465,1
29015,2456,1
29035,2464,1
29055,2452,1
29075,2460,1
29095,2469,1
29115,2466,1
29135,2331,1
29155,2466,1
29175,2465,1
29195,2456,1
29215,2475,1
29235,2466,1
29255,2276,1
29275,2470,1
29295,2450,1
29315,2463,1
29335,2462,1
29355,2462,1
29375,2453,1
29395,2436,1
29415,2466,1
29435,2474,1
29455,2464,1
29475,2459,1
29495,2453,1
29515,2454,1
29535,2474,1
29555,2459,1
29575,2467,1
29595,2466,1
29615,2462,1
29635,2467,1
29655,2459,1
29675,2470,1
29695,2464,1
29715,2467,1
29735,2457,1
29755,2421,1
29775,2465,1
29795,2468,1
29815,2486,1
29835,2442,1
29855,2464,1
29875,2466,1
29895,2462,1
29915,2458,1
29935,2465,1
29955,2467,1
29975,2463,1
29995,2469,1
30015,2468,1
30035,2463,1
30055,2461,1
30075,2463,1
30095,2458,1
30115,2459,1
30135,2455,1
30155,2465,1
30185,2463,1
30195,2467,1
30215,2455,1
30235,2463,1
30255,2450,1
30275,2437,1
30295,2459,1
30315,2464,1
30335,2465,1
30355,2446,1
30375,2459,1
30395,2468,1
30415,2461,1
30435,2464,1
30455,2271,1
30475,2461,1
30495,2453,1
30515,2463,1
30535,2465,1
30555,2467,1
30575,2459,1
30595,2462,1
30615,2461,1
30635,2459,1
30655,2448,1
30675,2459,1
30695,2469,1
30715,2458,1
30735,2465,1
30755,2463,1
30775,2463,1
30795,2447,1
30815,2470,1
30835,2465,1
30855,2466,1
30875,2459,1
30895,2465,1
30915,2461,1
30935,2466,1
30955,2467,1
30975,2465,1
30995,2461,1
31015,2462,1
31035,2463,1
31055,2474,1
31075,2470,1
31095,2466,1
31115,2463,1
31135,2462,1
31155,2468,1
31175,2461,1
31195,2458,1
31215,2463,1
31235,2461,1
31255,2454,1
31275,2463,1
31295,2462,1
31315,2467,1
31335,2461,1
31355,2463,1
31375,2462,1
31395,2468,1
31415,2529,1
31435,2459,1
31455,2458,1
31475,2464,1
31495,2467,1
31515,2464,1
31535,2462,1
31555,2460,1
31575,2461,1
31595,2457,1
31615,2471,1
31635,2465,1
31655,2471,1
31675,2461,1
31695,2468,1
31715,2462,1
31735,2471,1
31755,2462,1
31775,2457,1
31795,2481,1
31815,2465,1
31835,2465,1
31855,2461,1
31875,2466,1
31895,2461,1
31915,2459,1
31935,2463,1
31955,2285,1
31975,2462,1
31995,2463,1
32015,2480,1
32035,2468,1
32055,2465,1
32075,2464,1
32095,2465,1
32115,2463,1
32135,2464,1
32155,2460,1
32175,2468,1
32195,2462,1
32215,2459,1
32235,2467,1
32255,2462,1
32275,2463,1
32295,2461,1
32315,2450,1
32335,2459,1
32355,2463,1
32375,2464,1
32395,2469,1
32415,2463,1
32435,2462,1
32455,2464,1
32475,2462,1
32495,2457,1
32515,2439,1
32535,2469,1
32555,2485,1
32575,2458,1
32595,2462,1
32615,2470,1
32635,2458,1
32655,2462,1
32675,2293,1
32695,2458,1
32725,2460,1
32735,2470,1
32765,2465,1
32795,2462,1
32825,2466,1
32855,2461,1
32865,2466,1
32875,2465,1
32885,2465,1
32905,2466,1
32915,2462,1
32935,2465,1
32955,2463,1
32975,2471,1
32995,2458,1
33015,2475,1
33035,2463,1
33055,2460,1
33075,2465,1
33095,2459,1
33115,2462,1
33135,2462,1
33155,2462,1
33175,2458,1
33195,2468,1
33215,2462,1
33235,2459,1
33255,2463,1
33275,2479,1
33295,2461,1
33315,2465,1
33335,2465,1
33355,2447,1
33375,2469,1
33395,2463,1
33415,2463,1
33435,2455,1
33455,2279,1
33475,2450,1
33495,2470,1
33515,2462,1
33535,2474,1
33555,2457,1
33575,2465,1
33595,2463,1
33615,2465,1
33635,2462,1
33655,2462,1
33675,2464,1
33695,2474,1
33715,2518,1
33735,2461,1
33755,2405,1
33775,2470,1
33795,2451,1
33815,2466,1
33835,2467,1
33855,2454,1
33875,2462,1
33895,2466,1
33915,2467,1
33935,2459,1
33955,2464,1
33975,2463,1
33995,2459,1
34015,2463,1
34035,2467,1
34055,2471,1
34075,2470,1
34095,2465,1
34115,2465,1
34135,2455,1
34155,2464,1
34175,2466,1
34195,2463,1
34215,2463,1
34235,2466,1
34255,2462,1
34275,2461,1
34295,2304,1
34315,2459,1
34335,2460,1
34355,2463,1
34375,2460,1
34395,2465,1
34415,2463,1
34435,2463,1
34455,2465,1
34475,2464,1
34495,2471,1
34515,2464,1
34535,2469,1
34555,2470,1
34575,2467,1
34595,2465,1
34615,2463,1
34635,2465,1
34655,2469,1
34675,2476,1
34695,2466,1
34715,2474,1
34735,2469,1
34755,2495,1
34775,2464,1
34795,2463,1
34815,2451,1
34835,2465,1
34855,2463,1
34875,2470,1
34895,2463,1
34915,2501,1
34935,2463,1
34955,2467,1
34975,2459,1
34995,2463,1
35015,2458,1
35035,2465,1
35065,2462,1
35075,2459,1
35095,2464,1
35115,2462,1
35135,2447,1
35155,2463,1
35175,2465,1
35195,2459,1
35215,2463,1
35235,2461,1
35255,2454,1
35275,2450,1
35295,2458,1
35315,2450,1
35335,2466,1
35355,2471,1
35375,2474,1
35395,2460,1
35415,2290,1
35435,2465,1
35455,2462,1
35475,2470,1
35495,2459,1
35515,2463,1
35535,2281,1
35555,2461,1
35575,2466,1
35595,2467,1
35615,2461,1
35635,2474,1
35655,2458,1
35675,2464,1
35695,2447,1
35715,2471,1
35735,2467,1
35755,2464,1
35775,2477,1
35795,2462,1
35815,2462,1
35835,2470,1
35855,2462,1
35875,2463,1
35895,2459,1
35915,2464,1
35935,2459,1
35955,2462,1
35975,2462,1
35995,2465,1
36015,2467,1
36035,2467,1
36055,2466,1
36075,2515,1
36095,2463,1
36115,2459,1
36135,2466,1
36155,2465,1
36175,2467,1
36195,2459,1
36215,2480,1
36235,2474,1
36255,2467,1
36275,2458,1
36295,2459,1
36315,2435,1
36335,2467,1
36355,2462,1
36375,2467,1
36395,2467,1
36425,2465,1
36435,2467,1
36455,2467,1
36475,2464,1
36495,2471,1
36515,2466,1
36535,2465,1
36555,2466,1
36575,2463,1
36595,2473,1
36615,2467,1
36635,2464,1
36655,2322,1
36675,2463,1
36705,2282,1
36725,2464,1
36765,2467,1
36785,2463,1
36815,2490,1
36845,2466,1
36855,2465,1
36865,2455,1
36875,2463,1
36885,2465,1
36895,2463,1
36915,2471,1
36935,2466,1
36955,2462,1
36975,2448,1
36995,2498,1
37015,2435,1
37035,2467,1
37055,2465,1
37075,2460,1
37095,2464,1
37115,2459,1
37135,2468,1
37155,2467,1
37175,2465,1
37195,2461,1
37215,2277,1
37235,2474,1
37255,2463,1
37275,2458,1
37295,2465,1
37315,2463,1
37335,2457,1
37355,2463,1
37375,2451,1
37395,2467,1
37415,2467,1
37435,2457,1
37455,2464,1
37475,2455,1
37495,2469,1
37515,2470,1
37535,2458,1
37555,2461,1
37575,2464,1
37595,2464,1
37615,2461,1
37635,2471,1
37655,2462,1
37675,2457,1
37695,2462,1
37715,2456,1
37735,2459,1
37755,2283,1
37775,2467,1
37795,2459,1
37815,2480,1
37835,2462,1
37865,2461,1
37875,2463,1
37895,2467,1
37915,2461,1
37935,2465,1
37955,2464,1
37975,2465,1
37995,2472,1
38015,2448,1
38035,2469,1
38055,2467,1
38075,2465,1
38095,2459,1
38115,2469,1
38135,2464,1
38165,2470,1
38175,2466,1
38195,2460,1
38215,2465,1
38235,2451,1
38255,2407,1
38275,2467,1
38295,2466,1
38315,2465,1
38335,2460,1
38355,2459,1
38375,2466,1
38395,2458,1
38415,2463,1
38435,2469,1
38455,2467,1
38475,2462,1
38495,2477,1
38515,2463,1
38535,2465,1
38555,2462,1
38575,2471,1
38595,2464,1
38615,2283,1
38635,2464,1
38655,2462,1
38675,2475,1
38695,2459,1
38715,2475,1
38735,2465,1
38755,2467,1
38775,2459,1
38795,2465,1
38815,2465,1
38835,2464,1
38855,2464,1
38875,2465,1
38895,2464,1
38915,2458,1
38935,2470,1
38955,2471,1
38985,2474,1
38995,2462,1
39015,2459,1
39035,2471,1
39055,2463,1
39075,2462,1
39095,2273,1
39115,2464,1
39135,2466,1
39155,2463,1
39175,2465,1
39195,2458,1
39215,2459,1
39235,2469,1
39255,2467,1
39275,2411,1
39295,2467,1
39315,2462,1
39335,2461,1
39355,2462,1
39375,2450,1
39395,2471,1
39415,2467,1
39435,2465,1
39455,2469,1
39475,2465,1
39495,2465,1
39515,2462,1
39535,2465,1
39565,2467,1
39575,2451,1
39595,2461,1
39615,2464,1
39635,2471,1
39655,2461,1
39675,2464,1
39695,2465,1
39715,2464,1
39735,2451,1
39755,2461,1
39775,2465,1
39795,2471,1
39815,2449,1
39835,2455,1
39855,2465,1
39875,2462,1
39895,2473,1
39915,2467,1
39935,2467,1
39955,2469,1
39975,2467,1
39995,2464,1
40015,2448,1
40035,2455,1
40055,2463,1
40075,2465,1
40095,2471,1
40115,2462,1
40135,2463,1
40155,2465,1
40175,2471,1
40195,2465,1
40215,2464,1
40235,2459,1
40255,2463,1
40275,2459,1
40295,2464,1
40315,2286,1
40335,2466,1
40355,2466,1
40375,2293,1
40395,2467,1
40415,2465,1
40435,2463,1
40455,2470,1
40475,2464,1
40495,2461,1
40515,2464,1
40535,2459,1
40555,2463,1
40575,2463,1
40595,2466,1
40615,2471,1
40635,2462,1
40655,2463,1
40675,2459,1
40695,2459,1
40715,2457,1
40745,2462,1
40765,2475,1
40795,2467,1
40835,2467,1
40855,2466,1
40865,2462,1
40875,2460,1
40885,2461,1
40895,2459,1
40925,2469,1
40935,2465,1
40955,2464,1
40985,2467,1
40995,2457,1
41015,2461,1
41035,2453,1
41055,2464,1
41085,2463,1
41095,2470,1
41115,2458,1
41135,2465,1
41155,2467,1
41175,2287,1
41195,2466,1
41215,2467,1
41235,2461,1
41255,2310,1
41275,2465,1
41295,2463,1
41315,2463,1
41335,2473,1
41355,2458,1
41375,2465,1
41395,2462,1
41415,2458,1
41435,2469,1
41455,2466,1
41475,2464,1
41495,2465,1
41515,2473,1
41535,2471,1
41555,2501,1
41575,2463,1
41595,2473,1
41615,2464,1
41635,2509,1
41655,2458,1
41675,2475,1
41695,2470,1
41715,2465,1
41735,2464,1
41755,2461,1
41775,2470,1
41795,2465,1
41815,2484,1
41835,2466,1
41855,2470,1
41875,2469,1
41895,2465,1
41915,2463,1
41935,2463,1
41955,2475,1
41975,2486,1
41995,2465,1
42015,2459,1
42035,2465,1
42055,2470,1
42075,2463,1
42095,2464,1
42115,2463,1
42135,2463,1
42155,2463,1
42175,2463,1
42195,2465,1
42215,2462,1
42235,2456,1
42255,2462,1
42275,2468,1
42295,2461,1
42315,2462,1
42335,2469,1
42355,2468,1
42375,2477,1
42395,2463,1
42415,2455,1
42435,2464,1
42455,2477,1
42475,2458,1
42495,2459,1
42525,2470,1
42535,2465,1
42555,2470,1
42575,2459,1
42595,2463,1
42615,2469,1
42635,2466,1
42655,2468,1
42675,2462,1
42695,2474,1
42715,2467,1
42735,2416,1
42755,2413,1
42775,2463,1
42795,2480,1
42815,2458,1
42835,2462,1
42855,2461,1
42875,2480,1
42895,2464,1
42915,2461,1
42935,2464,1
42955,2431,1
42975,2457,1
42995,2471,1
43015,2466,1
43035,2461,1
43055,2467,1
43075,2462,1
43095,2463,1
43115,2467,1
43135,2462,1
43155,2473,1
43175,2467,1
43205,2455,1
43215,2458,1
